"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Nachtmittag Workout 💪","7 Feb 2023, 12:23","7 Feb 2023, 12:51","Wack, Rücken angespannter als ein Flitzebogen","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,8,,,
"Nachtmittag Workout 💪","7 Feb 2023, 12:23","7 Feb 2023, 12:51","Wack, Rücken angespannter als ein Flitzebogen","Hammer Curl (Cable)",,"",0,"normal",12,8,,,
"Nachtmittag Workout 💪","7 Feb 2023, 12:23","7 Feb 2023, 12:51","Wack, Rücken angespannter als ein Flitzebogen","Hammer Curl (Cable)",,"",1,"normal",14,8,,,
"Nachtmittag Workout 💪","7 Feb 2023, 12:23","7 Feb 2023, 12:51","Wack, Rücken angespannter als ein Flitzebogen","Hammer Curl (Cable)",,"",2,"normal",14,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Bench Press (Barbell)",,"",2,"normal",65,6,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Bench Press (Barbell)",,"",3,"normal",65,6,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Bench Press (Barbell)",,"",4,"normal",50,10,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Butterfly (Pec Deck)",,"",0,"normal",45,9,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Butterfly (Pec Deck)",,"",1,"normal",45,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Butterfly (Pec Deck)",,"",2,"normal",45,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Shoulder Press (Dumbbell)",,"",0,"normal",32,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Shoulder Press (Dumbbell)",,"",1,"normal",32,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Shoulder Press (Dumbbell)",,"",2,"normal",32,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Triceps Dip (Weighted)",,"Not realyü",0,"normal",41,10,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Triceps Dip (Weighted)",,"Not realyü",1,"normal",46,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Triceps Dip (Weighted)",,"Not realyü",2,"normal",46,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Face Pull",0,"",0,"normal",20,10,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Face Pull",0,"",1,"normal",20,10,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Face Pull",0,"",2,"normal",20,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Triceps Rope Pushdown",0,"",0,"normal",15,10,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Triceps Rope Pushdown",0,"",1,"normal",15,10,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Triceps Rope Pushdown",0,"",2,"normal",15,8,,,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Dead Hang",,"",0,"normal",,,,40,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Dead Hang",,"",1,"normal",,,,20,
"Push","3 Feb 2023, 16:35","3 Feb 2023, 17:44","","Dead Hang",,"",2,"normal",,,,20,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Squat (Barbell)",,"",0,"normal",40,8,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Squat (Barbell)",,"",2,"normal",70,6,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Squat (Barbell)",,"",3,"normal",65,7,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Squat (Barbell)",,"",4,"normal",50,8,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Seated Leg Curl (Machine)",,"",0,"normal",40,10,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Seated Leg Curl (Machine)",,"",1,"normal",45,8,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Seated Leg Curl (Machine)",,"",2,"normal",45,8,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Glute",,"",0,"normal",30,20,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Glute",,"",1,"normal",27.5,20,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Glute",,"",2,"normal",25,20,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Calf Press (Machine)",,"",0,"normal",30,10,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Calf Press (Machine)",,"",1,"normal",30,10,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Calf Press (Machine)",,"",2,"normal",30,10,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Torso Rotation",,"",0,"normal",40,12,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Torso Rotation",,"",1,"normal",40,12,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Torso Rotation",,"",2,"normal",40,10,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Crunch (Machine)",,"",0,"normal",45,15,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Crunch (Machine)",,"",1,"normal",45,12,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Crunch (Machine)",,"",2,"normal",45,12,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Hip Abduction (Machine)",,"",0,"normal",42.5,10,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Hip Abduction (Machine)",,"",1,"normal",47.5,12,,,
"Legs","2 Feb 2023, 21:33","2 Feb 2023, 22:42","","Hip Abduction (Machine)",,"",2,"normal",50,10,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Iso-Lateral Row (Machine)",,"",0,"warmup",50,10,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Iso-Lateral Row (Machine)",,"",1,"normal",90,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Iso-Lateral Row (Machine)",,"",2,"normal",90,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Iso-Lateral Row (Machine)",,"",3,"normal",80,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Incline Bench Press (Dumbbell)",,"",0,"normal",18,10,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Incline Bench Press (Dumbbell)",,"",1,"normal",22,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Incline Bench Press (Dumbbell)",,"",2,"normal",22,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Incline Bench Press (Dumbbell)",,"",3,"normal",14,10,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Reverse Pulldown",,"",0,"normal",50,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Reverse Pulldown",,"",1,"normal",50,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Reverse Pulldown",,"",2,"normal",50,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Chest Press (Machine)",,"",0,"normal",40,10,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Chest Press (Machine)",,"",1,"normal",45,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Chest Press (Machine)",,"",2,"normal",50,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Lateral Raise (Machine)",,"",0,"normal",27.5,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Lateral Raise (Machine)",,"",1,"normal",25,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Lateral Raise (Machine)",,"",2,"normal",22.5,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Bicep Curl (Machine)",,"",0,"normal",30,10,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Bicep Curl (Machine)",,"",1,"normal",25,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Bicep Curl (Machine)",,"",2,"normal",25,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Bench Press - Close Grip (Barbell)",,"",0,"normal",30,10,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Bench Press - Close Grip (Barbell)",,"",1,"normal",35,8,,,
"Upper","31 Jan 2023, 16:01","31 Jan 2023, 17:19","Koffein Tablette hat anders gekickt. Muscles goes brum","Bench Press - Close Grip (Barbell)",,"",2,"normal",35,8,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Squat (Barbell)",,"",0,"normal",40,8,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Squat (Barbell)",,"",2,"normal",70,4,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Squat (Barbell)",,"",3,"normal",65,6,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Squat (Barbell)",,"",4,"normal",50,8,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Seated Leg Curl (Machine)",,"",0,"normal",35,8,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Seated Leg Curl (Machine)",,"",1,"normal",45,8,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Seated Leg Curl (Machine)",,"",2,"normal",45,8,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Calf Press (Machine)",,"",0,"normal",50,15,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Calf Press (Machine)",,"",1,"normal",50,15,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Calf Press (Machine)",,"",2,"normal",50,15,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Glute",,"",0,"normal",27.5,20,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Glute",,"",1,"normal",27.5,20,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Glute",,"",2,"normal",22.5,20,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Torso Rotation",,"",0,"normal",40,12,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Torso Rotation",,"",1,"normal",40,15,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Torso Rotation",,"",2,"normal",40,15,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Hip Abduction (Machine)",,"",0,"normal",42.5,10,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Hip Abduction (Machine)",,"",1,"normal",45,12,,,
"Leg swag","25 Jan 2023, 17:43","25 Jan 2023, 18:33","","Hip Abduction (Machine)",,"",2,"normal",45,12,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Pull Up (Assisted)",,"",0,"normal",22.5,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Pull Up (Assisted)",,"",1,"normal",25,6,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Pull Up (Assisted)",,"",2,"normal",25,3,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Iso-Lateral Row (Machine)",,"",0,"normal",90,6,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Iso-Lateral Row (Machine)",,"",1,"normal",90,6,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Iso-Lateral Row (Machine)",,"",2,"normal",80,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Iso-Lateral Row (Machine)",,"",3,"normal",80,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Deadlift (Barbell)",,"",0,"normal",60,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Deadlift (Barbell)",,"",1,"normal",80,6,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Deadlift (Barbell)",,"",2,"normal",80,6,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Deadlift (Barbell)",,"",3,"normal",70,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Reverse Pulldown",,"",0,"normal",50,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Reverse Pulldown",,"",1,"normal",50,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Reverse Pulldown",,"",2,"normal",50,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",32.5,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",32.5,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",32.5,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Bicep Curl (Machine)",0,"",0,"normal",30,10,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Bicep Curl (Machine)",0,"",1,"normal",25,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Bicep Curl (Machine)",0,"",2,"normal",20,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Cross Body Hammer Curl",0,"",0,"normal",12,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Cross Body Hammer Curl",0,"",1,"normal",12,8,,,
"Back clap","23 Jan 2023, 17:13","23 Jan 2023, 18:18","","Cross Body Hammer Curl",0,"",2,"normal",12,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Bench Press (Barbell)",,"",2,"normal",60,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Bench Press (Barbell)",,"",3,"normal",60,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Bench Press (Barbell)",,"",4,"normal",50,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Butterfly (Pec Deck)",,"",0,"normal",45,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Butterfly (Pec Deck)",,"",1,"normal",45,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Butterfly (Pec Deck)",,"",2,"normal",45,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Shoulder Press (Dumbbell)",,"",0,"normal",32,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Shoulder Press (Dumbbell)",,"",1,"normal",32,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Shoulder Press (Dumbbell)",,"",2,"normal",28,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Triceps Dip (Weighted)",,"",0,"normal",41,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Triceps Dip (Weighted)",,"",1,"normal",46,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Triceps Dip (Weighted)",,"",2,"normal",46,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Face Pull",0,"",0,"normal",20,10,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Face Pull",0,"",1,"normal",20,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Face Pull",0,"",2,"normal",20,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Triceps Rope Pushdown",0,"",0,"normal",15,10,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Triceps Rope Pushdown",0,"",1,"normal",15,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Triceps Rope Pushdown",0,"",2,"normal",15,8,,,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Dead Hang",,"",0,"normal",,,,40,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Dead Hang",,"",1,"normal",,,,20,
"Push","20 Jan 2023, 14:59","20 Jan 2023, 16:05","","Dead Hang",,"",2,"normal",,,,20,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Iso-Lateral Row (Machine)",,"",0,"warmup",50,10,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Iso-Lateral Row (Machine)",,"",1,"normal",70,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Iso-Lateral Row (Machine)",,"",2,"normal",70,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Iso-Lateral Row (Machine)",,"",3,"normal",80,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Incline Bench Press (Dumbbell)",,"",0,"warmup",12,12,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Incline Bench Press (Dumbbell)",,"",1,"normal",18,10,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Incline Bench Press (Dumbbell)",,"",2,"normal",20,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Incline Bench Press (Dumbbell)",,"",3,"normal",20,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Reverse Pulldown",,"",0,"normal",50,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Reverse Pulldown",,"",1,"normal",45,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Reverse Pulldown",,"",2,"normal",40,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Chest Press (Machine)",,"",0,"normal",45,10,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Chest Press (Machine)",,"",1,"normal",45,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Chest Press (Machine)",,"",2,"normal",45,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Lateral Raise (Cable)",,"",0,"normal",4,20,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Lateral Raise (Cable)",,"",1,"normal",4,18,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Lateral Raise (Cable)",,"",2,"normal",4,18,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Bicep Curl (Machine)",,"",0,"normal",25,10,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Bicep Curl (Machine)",,"",1,"normal",25,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Bicep Curl (Machine)",,"",2,"normal",22.5,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Bench Press - Close Grip (Barbell)",,"",0,"normal",30,10,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Bench Press - Close Grip (Barbell)",,"",1,"normal",35,8,,,
"Upper","16 Jan 2023, 21:20","16 Jan 2023, 22:24","","Bench Press - Close Grip (Barbell)",,"",2,"normal",35,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Bench Press (Barbell)",,"",0,"normal",45,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Bench Press (Barbell)",,"",1,"normal",60,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Bench Press (Barbell)",,"",2,"normal",60,7,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Bench Press (Barbell)",,"",3,"normal",60,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Bench Press (Barbell)",,"",4,"normal",50,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Butterfly (Pec Deck)",,"",0,"normal",45,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Butterfly (Pec Deck)",,"",1,"normal",45,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Butterfly (Pec Deck)",,"",2,"normal",45,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Shoulder Press (Dumbbell)",,"",0,"normal",32,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Shoulder Press (Dumbbell)",,"",1,"normal",32,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Shoulder Press (Dumbbell)",,"",2,"normal",28,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Triceps Dip (Weighted)",,"",0,"normal",41,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Triceps Dip (Weighted)",,"",1,"normal",46,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Triceps Dip (Weighted)",,"",2,"normal",46,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Face Pull",0,"",0,"normal",20,10,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Face Pull",0,"",1,"normal",20,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Face Pull",0,"",2,"normal",20,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Triceps Rope Pushdown",0,"",0,"normal",15,10,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Triceps Rope Pushdown",0,"",1,"normal",15,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Triceps Rope Pushdown",0,"",2,"normal",15,8,,,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Dead Hang",,"Hanging",0,"normal",,,,40,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Dead Hang",,"Hanging",1,"normal",,,,20,
"Push","10 Jan 2023, 11:50","10 Jan 2023, 12:48","","Dead Hang",,"Hanging",2,"normal",,,,20,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Squat (Barbell)",,"",0,"normal",40,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Squat (Barbell)",,"",2,"normal",60,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Squat (Barbell)",,"",3,"normal",60,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Squat (Barbell)",,"",4,"normal",50,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Leg Curl",,"",0,"normal",15,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Leg Curl",,"",1,"normal",15,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Leg Curl",,"",2,"normal",15,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Leg Extension (Machine)",,"",0,"normal",45,10,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Leg Extension (Machine)",,"",1,"normal",47.5,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Leg Extension (Machine)",,"",2,"normal",47.5,8,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Calf Press (Machine)",,"",0,"normal",50,15,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Calf Press (Machine)",,"",1,"normal",50,15,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Calf Press (Machine)",,"",2,"normal",50,15,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Torso Rotation",,"",0,"normal",40,10,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Torso Rotation",,"",1,"normal",35,15,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Torso Rotation",,"",2,"normal",35,15,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Crunch (Machine)",,"",0,"normal",42.5,15,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Crunch (Machine)",,"",1,"normal",42.5,12,,,
"Legs","8 Jan 2023, 20:11","8 Jan 2023, 21:16","","Crunch (Machine)",,"",2,"normal",42.5,12,,,
"Pull","3 Jan 2023, 17:02","3 Jan 2023, 18:13","","Pull Up (Assisted)",,"",0,"normal",22.5,8,,,
"Pull","3 Jan 2023, 17:02","3 Jan 2023, 18:13","","Pull Up (Assisted)",,"",1,"normal",22.5,8,,,
"Pull","3 Jan 2023, 17:02","3 Jan 2023, 18:13","","Pull Up (Assisted)",,"",2,"normal",25,6,,,
"Pull","3 Jan 2023, 17:02","3 Jan 2023, 18:13","","Deadlift (Barbell)",,"",0,"normal",60,8,,,
"Pull","3 Jan 2023, 17:02","3 Jan 2023, 18:13","","Deadlift (Barbell)",,"",1,"normal",80,6,,,
"Pull","3 Jan 2023, 17:02","3 Jan 2023, 18:13","","Deadlift (Barbell)",,"",2,"normal",80,6,,,
"Pull","3 Jan 2023, 17:02","3 Jan 2023, 18:13","","Deadlift (Barbell)",,"",3,"normal",70,8,,,
