"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Lat Pulldown (Cable)",,"",0,"warmup",35,10,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Lat Pulldown (Cable)",,"",1,"normal",49,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Lat Pulldown (Cable)",,"",2,"normal",49,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Lat Pulldown (Cable)",,"",3,"normal",49,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Seated Cable Row - Bar Grip",,"",0,"normal",60,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Seated Cable Row - Bar Grip",,"",1,"normal",60,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Seated Cable Row - Bar Grip",,"",2,"normal",60,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Back Extension (Weighted Hyperextension)",,"",0,"normal",10,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Latzug",,"",0,"normal",50,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Latzug",,"",1,"normal",50,6,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Latzug",,"",2,"normal",50,6,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","EZ Bar Biceps Curl",,"",0,"normal",20,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","EZ Bar Biceps Curl",,"",1,"normal",20,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","EZ Bar Biceps Curl",,"",2,"normal",20,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Rear Delt Reverse Fly (Machine)",,"",2,"normal",35,8,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Rope Cable Curl",,"",0,"normal",10,10,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Rope Cable Curl",,"",1,"normal",10,10,,,
"Pulling","10 Jun 2024, 22:05","10 Jun 2024, 22:56","Ich hoffe es gab kein skinboost","Rope Cable Curl",,"",2,"normal",10,10,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Leg Press (Machine)",,"",0,"warmup",80,12,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Leg Press (Machine)",,"",1,"normal",120,10,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Leg Press (Machine)",,"",2,"normal",120,10,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Leg Press (Machine)",,"",3,"normal",120,10,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Glute",,"",0,"normal",27.5,20,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Glute",,"",1,"normal",30,16,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Glute",,"",2,"normal",30,16,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Seated Leg Curl (Machine)",,"",0,"normal",37.5,10,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Seated Leg Curl (Machine)",,"",1,"normal",40,8,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Seated Leg Curl (Machine)",,"",2,"normal",40,8,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Calf Press (Machine)",,"",0,"normal",50,12,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Calf Press (Machine)",,"",1,"normal",55,12,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Calf Press (Machine)",,"",2,"normal",55,12,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Leg Raise Parallel Bars",,"",0,"normal",,8,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Leg Raise Parallel Bars",,"",1,"normal",,8,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Leg Raise Parallel Bars",,"",2,"normal",,8,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Crunch (Machine)",,"",0,"normal",42.5,12,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Crunch (Machine)",,"",1,"normal",42.5,12,,,
"Lower","7 Jun 2024, 17:37","7 Jun 2024, 18:48","","Crunch (Machine)",,"",2,"normal",42.5,12,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Iso-Lateral Chest Press (Machine)",,"",0,"warmup",40,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",60,8,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",60,8,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,8,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Butterfly (Pec Deck)",,"",0,"normal",45,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Butterfly (Pec Deck)",,"",1,"normal",45,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Butterfly (Pec Deck)",,"",2,"normal",45,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Chest Dip (Assisted)",,"",0,"normal",20,9,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Chest Dip (Assisted)",,"",1,"normal",20,8,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Chest Dip (Assisted)",,"",2,"normal",20,8,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Shoulder Press (Dumbbell)",,"",0,"normal",22.5,8,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Shoulder Press (Dumbbell)",,"",1,"normal",22.5,8,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Shoulder Press (Dumbbell)",,"",2,"normal",20,6,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Triceps Pushdown",0,"",0,"normal",15,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Triceps Pushdown",0,"",1,"normal",15,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Triceps Pushdown",0,"",2,"normal",15,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Triceps Pushdown",0,"",3,"normal",7.5,16,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Face Pull",0,"",0,"normal",17.5,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Face Pull",0,"",1,"normal",17.5,10,,,
"Push","6 Jun 2024, 15:34","6 Jun 2024, 16:37","","Face Pull",0,"",2,"normal",17.5,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Incline Bench Press (Dumbbell)",,"",0,"warmup",34,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Incline Bench Press (Dumbbell)",,"",1,"normal",36,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Incline Bench Press (Dumbbell)",,"",2,"normal",36,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Incline Bench Press (Dumbbell)",,"",3,"normal",36,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Iso-Lateral Row (Machine)",,"",0,"warmup",40,12,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Iso-Lateral Row (Machine)",,"",1,"normal",80,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Iso-Lateral Row (Machine)",,"",2,"normal",80,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Iso-Lateral Row (Machine)",,"",3,"normal",90,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Chest Press (Machine)",,"",0,"normal",37.5,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Chest Press (Machine)",,"",1,"normal",37.5,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Chest Press (Machine)",,"",2,"normal",37.5,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",50,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",50,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",50,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Lateral Raise (Machine)",,"",0,"normal",22.5,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Lateral Raise (Machine)",,"",1,"normal",20,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Lateral Raise (Machine)",,"",2,"normal",20,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Bicep Curl (Machine)",0,"",0,"normal",22.5,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Bicep Curl (Machine)",0,"",1,"normal",22.5,10,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Bicep Curl (Machine)",0,"",2,"normal",20,8,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Hammer Curl (Dumbbell)",0,"",0,"normal",6,16,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Hammer Curl (Dumbbell)",0,"",1,"normal",6,16,,,
"Upper","4 Jun 2024, 13:18","4 Jun 2024, 14:46","","Hammer Curl (Dumbbell)",0,"",2,"normal",6,16,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Leg Press (Machine)",,"",0,"warmup",80,12,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Leg Press (Machine)",,"",1,"normal",120,10,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Leg Press (Machine)",,"",2,"normal",120,10,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Leg Press (Machine)",,"",3,"normal",120,10,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Squat (Smith Machine)",,"",0,"normal",20,16,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Squat (Smith Machine)",,"",1,"normal",20,16,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Squat (Smith Machine)",,"",2,"normal",15,14,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Seated Leg Curl (Machine)",,"",0,"normal",37.5,8,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Seated Leg Curl (Machine)",,"",1,"normal",37.5,8,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Seated Leg Curl (Machine)",,"",2,"normal",37.5,8,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Calf Press (Machine)",,"",0,"normal",50,12,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Calf Press (Machine)",,"",1,"normal",55,12,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Calf Press (Machine)",,"",2,"normal",55,12,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Leg Raise Parallel Bars",,"",0,"normal",,8,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Leg Raise Parallel Bars",,"",1,"normal",,8,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Leg Raise Parallel Bars",,"",2,"normal",,8,,,
"Lower","1 Jun 2024, 13:02","1 Jun 2024, 13:54","","Crunch (Machine)",,"",0,"normal",42.5,12,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Lat Pulldown (Cable)",,"",0,"warmup",35,10,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Lat Pulldown (Cable)",,"",1,"normal",49,10,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Lat Pulldown (Cable)",,"",2,"normal",49,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Lat Pulldown (Cable)",,"",3,"normal",49,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Seated Cable Row - Bar Grip",,"",0,"normal",60,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Seated Cable Row - Bar Grip",,"",1,"normal",55,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Seated Cable Row - Bar Grip",,"",2,"normal",55,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Back Extension (Weighted Hyperextension)",,"",0,"normal",10,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Latzug",,"",0,"normal",50,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Latzug",,"",1,"normal",50,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Latzug",,"",2,"normal",50,6,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","EZ Bar Biceps Curl",,"",0,"normal",20,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","EZ Bar Biceps Curl",,"",1,"normal",20,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","EZ Bar Biceps Curl",,"",2,"normal",20,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,8,,,
"Pulling","29 May 2024, 15:24","29 May 2024, 16:21","Ich wollte beine trainieren aber es war schon nach 14 :(","Rear Delt Reverse Fly (Machine)",,"",2,"normal",35,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Iso-Lateral Chest Press (Machine)",,"",0,"warmup",30,12,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",50,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",50,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",50,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Butterfly (Pec Deck)",,"",0,"normal",47.5,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Butterfly (Pec Deck)",,"",1,"normal",45,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Butterfly (Pec Deck)",,"",2,"normal",45,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Chest Dip (Assisted)",,"",0,"normal",,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Chest Dip (Assisted)",,"",1,"normal",,6,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Chest Dip (Assisted)",,"",2,"normal",20,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Shoulder Press (Dumbbell)",,"",0,"normal",22.5,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Shoulder Press (Dumbbell)",,"",1,"normal",20,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Shoulder Press (Dumbbell)",,"",2,"normal",20,8,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Triceps Pushdown",0,"",0,"normal",15,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Triceps Pushdown",0,"",1,"normal",15,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Triceps Pushdown",0,"",2,"normal",15,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Triceps Pushdown",0,"",3,"normal",7.5,16,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Face Pull",0,"",0,"normal",17.5,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Face Pull",0,"",1,"normal",17.5,10,,,
"Push","27 May 2024, 13:33","27 May 2024, 14:27","","Face Pull",0,"",2,"normal",17.5,10,,,
"Treppen","26 May 2024, 10:53","26 May 2024, 11:01","Umzug von 4. Stock nach 4. Stock zähle ich als bein workout!","Step Up",,"",0,"normal",,4500,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Lat Pulldown (Cable)",,"",0,"warmup",35,10,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Lat Pulldown (Cable)",,"",1,"normal",49,10,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Lat Pulldown (Cable)",,"",2,"normal",49,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Lat Pulldown (Cable)",,"",3,"normal",49,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Seated Cable Row - Bar Grip",,"",0,"normal",60,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Seated Cable Row - Bar Grip",,"",1,"normal",60,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Seated Cable Row - Bar Grip",,"",2,"normal",60,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Back Extension (Weighted Hyperextension)",,"",0,"normal",10,12,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,9,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Latzug",,"",0,"normal",60,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Latzug",,"",1,"normal",50,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Latzug",,"",2,"normal",50,6,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","EZ Bar Biceps Curl",,"",0,"normal",20,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","EZ Bar Biceps Curl",,"",1,"normal",20,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","EZ Bar Biceps Curl",,"",2,"normal",20,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",32.5,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",32.5,8,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Rope Cable Curl",,"",0,"normal",10,10,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Rope Cable Curl",,"",1,"normal",10,10,,,
"Pulling","21 May 2024, 17:23","21 May 2024, 18:25","","Rope Cable Curl",,"",2,"normal",10,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Press (Machine)",,"",0,"warmup",80,12,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Press (Machine)",,"",1,"normal",120,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Press (Machine)",,"",2,"normal",120,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Press (Machine)",,"",3,"normal",120,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Squat (Smith Machine)",,"",0,"normal",10,16,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Squat (Smith Machine)",,"",1,"normal",10,16,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Squat (Smith Machine)",,"",2,"normal",10,12,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Seated Leg Curl (Machine)",,"",0,"normal",42.5,8,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Seated Leg Curl (Machine)",,"",1,"normal",37.5,8,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Extension (Machine)",,"",0,"normal",35,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Extension (Machine)",,"",1,"normal",22.5,16,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Calf Press (Machine)",,"",0,"normal",60,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Calf Press (Machine)",,"",1,"normal",60,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Calf Press (Machine)",,"",2,"normal",60,10,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Raise Parallel Bars",,"",0,"normal",,8,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Raise Parallel Bars",,"",1,"normal",,8,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Leg Raise Parallel Bars",,"",2,"normal",,8,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Crunch (Machine)",,"",0,"normal",42.5,12,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Crunch (Machine)",,"",1,"normal",42.5,12,,,
"Lower","20 May 2024, 13:21","20 May 2024, 14:15","","Crunch (Machine)",,"",2,"normal",42.5,12,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Push Up",,"",0,"warmup",,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Iso-Lateral Chest Press (Machine)",,"",0,"warmup",30,12,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",50,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",50,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",50,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Butterfly (Pec Deck)",,"",0,"normal",47.5,8,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Butterfly (Pec Deck)",,"",1,"normal",47.5,8,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Butterfly (Pec Deck)",,"",2,"normal",45,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Shoulder Press (Dumbbell)",,"",1,"normal",24,8,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Shoulder Press (Dumbbell)",,"",2,"normal",24,8,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Triceps Pushdown",0,"",0,"normal",15,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Triceps Pushdown",0,"",1,"normal",15,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Triceps Pushdown",0,"",2,"normal",15,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Triceps Pushdown",0,"",3,"normal",5,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Face Pull",0,"",0,"normal",17.5,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Face Pull",0,"",1,"normal",17.5,10,,,
"Push","18 May 2024, 13:22","18 May 2024, 14:12","","Face Pull",0,"",2,"normal",17.5,10,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Squat (Smith Machine)",,"",0,"normal",20,16,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Squat (Smith Machine)",,"",1,"normal",20,14,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Squat (Smith Machine)",,"",2,"normal",10,16,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Leg Press Horizontal (Machine)",,"",0,"normal",65,10,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Leg Press Horizontal (Machine)",,"",1,"normal",65,10,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Leg Press Horizontal (Machine)",,"",2,"normal",65,10,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Leg Extension (Machine)",,"",0,"normal",25,16,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Leg Extension (Machine)",,"",1,"normal",22.5,16,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Leg Extension (Machine)",,"",2,"normal",22.5,16,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Seated Leg Curl (Machine)",,"",0,"normal",42.5,10,,,
"Legging","13 May 2024, 12:26","13 May 2024, 13:14","","Seated Leg Curl (Machine)",,"",1,"normal",42.5,8,,,
